iter;dataset;cls;method;param;value;score
2;synthetic_log_9;xgboost;single_index;colsample_bytree;0.7290954714902428;0.9096994270955782
2;synthetic_log_9;xgboost;single_index;learning_rate;0.8634157510050752;0.9096994270955782
2;synthetic_log_9;xgboost;single_index;max_depth;15;0.9096994270955782
2;synthetic_log_9;xgboost;single_index;min_child_weight;4;0.9096994270955782
2;synthetic_log_9;xgboost;single_index;subsample;0.9663290647213744;0.9096994270955782
2;synthetic_log_9;xgboost;single_index;processing_time;5.281805753707886;0
3;synthetic_log_9;xgboost;single_index;colsample_bytree;0.8034906965982723;0.91440980042286
3;synthetic_log_9;xgboost;single_index;learning_rate;0.9481115854341773;0.91440980042286
3;synthetic_log_9;xgboost;single_index;max_depth;11;0.91440980042286
3;synthetic_log_9;xgboost;single_index;min_child_weight;5;0.91440980042286
3;synthetic_log_9;xgboost;single_index;subsample;0.6190475230106376;0.91440980042286
3;synthetic_log_9;xgboost;single_index;processing_time;5.059603929519653;0
4;synthetic_log_9;xgboost;single_index;colsample_bytree;0.6492191889701253;0.9115575664148777
4;synthetic_log_9;xgboost;single_index;learning_rate;0.5937964886400915;0.9115575664148777
4;synthetic_log_9;xgboost;single_index;max_depth;21;0.9115575664148777
4;synthetic_log_9;xgboost;single_index;min_child_weight;5;0.9115575664148777
4;synthetic_log_9;xgboost;single_index;subsample;0.6619210028268736;0.9115575664148777
4;synthetic_log_9;xgboost;single_index;processing_time;4.7283055782318115;0
5;synthetic_log_9;xgboost;single_index;colsample_bytree;0.6973229819561908;0.9172927946452907
5;synthetic_log_9;xgboost;single_index;learning_rate;0.436448512741741;0.9172927946452907
5;synthetic_log_9;xgboost;single_index;max_depth;22;0.9172927946452907
5;synthetic_log_9;xgboost;single_index;min_child_weight;2;0.9172927946452907
5;synthetic_log_9;xgboost;single_index;subsample;0.889971438462356;0.9172927946452907
5;synthetic_log_9;xgboost;single_index;processing_time;5.471979141235352;0
6;synthetic_log_9;xgboost;single_index;colsample_bytree;0.7549561505875413;0.9165129419759186
6;synthetic_log_9;xgboost;single_index;learning_rate;0.5354520466658875;0.9165129419759186
6;synthetic_log_9;xgboost;single_index;max_depth;11;0.9165129419759186
6;synthetic_log_9;xgboost;single_index;min_child_weight;1;0.9165129419759186
6;synthetic_log_9;xgboost;single_index;subsample;0.7510692417512275;0.9165129419759186
6;synthetic_log_9;xgboost;single_index;processing_time;5.446956634521484;0
7;synthetic_log_9;xgboost;single_index;colsample_bytree;0.9229388120335846;0.9111607883966061
7;synthetic_log_9;xgboost;single_index;learning_rate;0.9832591408943678;0.9111607883966061
7;synthetic_log_9;xgboost;single_index;max_depth;22;0.9111607883966061
7;synthetic_log_9;xgboost;single_index;min_child_weight;4;0.9111607883966061
7;synthetic_log_9;xgboost;single_index;subsample;0.7358179577119677;0.9111607883966061
7;synthetic_log_9;xgboost;single_index;processing_time;5.282806873321533;0
8;synthetic_log_9;xgboost;single_index;colsample_bytree;0.803033488593282;0.9113607257600732
8;synthetic_log_9;xgboost;single_index;learning_rate;0.7110627809919202;0.9113607257600732
8;synthetic_log_9;xgboost;single_index;max_depth;13;0.9113607257600732
8;synthetic_log_9;xgboost;single_index;min_child_weight;2;0.9113607257600732
8;synthetic_log_9;xgboost;single_index;subsample;0.7239938067875731;0.9113607257600732
8;synthetic_log_9;xgboost;single_index;processing_time;5.165700912475586;0
9;synthetic_log_9;xgboost;single_index;colsample_bytree;0.7416279136080339;0.9139021850741501
9;synthetic_log_9;xgboost;single_index;learning_rate;0.7902422899686149;0.9139021850741501
9;synthetic_log_9;xgboost;single_index;max_depth;24;0.9139021850741501
9;synthetic_log_9;xgboost;single_index;min_child_weight;4;0.9139021850741501
9;synthetic_log_9;xgboost;single_index;subsample;0.8479622698373099;0.9139021850741501
9;synthetic_log_9;xgboost;single_index;processing_time;4.712287664413452;0
10;synthetic_log_9;xgboost;single_index;colsample_bytree;0.9871707807199038;0.9057248972424007
10;synthetic_log_9;xgboost;single_index;learning_rate;0.9477883847104872;0.9057248972424007
10;synthetic_log_9;xgboost;single_index;max_depth;8;0.9057248972424007
10;synthetic_log_9;xgboost;single_index;min_child_weight;2;0.9057248972424007
10;synthetic_log_9;xgboost;single_index;subsample;0.7108331104718857;0.9057248972424007
10;synthetic_log_9;xgboost;single_index;processing_time;5.327848196029663;0
11;synthetic_log_9;xgboost;single_index;colsample_bytree;0.532937309364331;0.9205110379085287
11;synthetic_log_9;xgboost;single_index;learning_rate;0.26587430123629774;0.9205110379085287
11;synthetic_log_9;xgboost;single_index;max_depth;14;0.9205110379085287
11;synthetic_log_9;xgboost;single_index;min_child_weight;4;0.9205110379085287
11;synthetic_log_9;xgboost;single_index;subsample;0.8084764966453082;0.9205110379085287
11;synthetic_log_9;xgboost;single_index;processing_time;4.7132887840271;0
