dataset;method;cls;nr_events;n_iter;metric;score
synthetic_log_4;single_index;xgboost;-1;-1;test_prefix_generation_time;0.7547547817230225
synthetic_log_4;single_index;xgboost;-1;0;train_prefix_generation_time;0.6727821826934814
synthetic_log_4;single_index;xgboost;-1;0;offline_time_total;3.861748456954956
synthetic_log_4;single_index;xgboost;-1;0;online_time_avg;0.020282745650544012
synthetic_log_4;single_index;xgboost;-1;0;online_time_std;0.021025878291936768
synthetic_log_4;single_index;xgboost;-1;1;train_prefix_generation_time;0.6897776126861572
synthetic_log_4;single_index;xgboost;-1;1;offline_time_total;3.829759359359741
synthetic_log_4;single_index;xgboost;-1;1;online_time_avg;0.020462187544517896
synthetic_log_4;single_index;xgboost;-1;1;online_time_std;0.02134476200420563
synthetic_log_4;single_index;xgboost;-1;2;train_prefix_generation_time;0.6747817993164062
synthetic_log_4;single_index;xgboost;-1;2;offline_time_total;3.810765504837036
synthetic_log_4;single_index;xgboost;-1;2;online_time_avg;0.020318315981245116
synthetic_log_4;single_index;xgboost;-1;2;online_time_std;0.021006879557313434
synthetic_log_4;single_index;xgboost;-1;3;train_prefix_generation_time;0.696307897567749
synthetic_log_4;single_index;xgboost;-1;3;offline_time_total;4.029047012329102
synthetic_log_4;single_index;xgboost;-1;3;online_time_avg;0.020910447483757668
synthetic_log_4;single_index;xgboost;-1;3;online_time_std;0.02170307798419946
synthetic_log_4;single_index;xgboost;-1;4;train_prefix_generation_time;0.6837787628173828
synthetic_log_4;single_index;xgboost;-1;4;offline_time_total;3.8717453479766846
synthetic_log_4;single_index;xgboost;-1;4;online_time_avg;0.02078036019249958
synthetic_log_4;single_index;xgboost;-1;4;online_time_std;0.021530307857938295
synthetic_log_4;single_index;xgboost;-1;5;train_prefix_generation_time;0.769749641418457
synthetic_log_4;single_index;xgboost;-1;5;offline_time_total;4.946396589279175
synthetic_log_4;single_index;xgboost;-1;5;online_time_avg;0.02098028234651698
synthetic_log_4;single_index;xgboost;-1;5;online_time_std;0.021891680328098885
synthetic_log_4;single_index;xgboost;-1;6;train_prefix_generation_time;0.7313189506530762
synthetic_log_4;single_index;xgboost;-1;6;offline_time_total;4.03105092048645
synthetic_log_4;single_index;xgboost;-1;6;online_time_avg;0.02091213629208927
synthetic_log_4;single_index;xgboost;-1;6;online_time_std;0.02163122603933256
synthetic_log_4;single_index;xgboost;-1;7;train_prefix_generation_time;0.691314697265625
synthetic_log_4;single_index;xgboost;-1;7;offline_time_total;4.556033372879028
synthetic_log_4;single_index;xgboost;-1;7;online_time_avg;0.02046663899134427
synthetic_log_4;single_index;xgboost;-1;7;online_time_std;0.02111108127021322
synthetic_log_4;single_index;xgboost;-1;8;train_prefix_generation_time;0.6833226680755615
synthetic_log_4;single_index;xgboost;-1;8;offline_time_total;3.9910566806793213
synthetic_log_4;single_index;xgboost;-1;8;online_time_avg;0.020897380774240384
synthetic_log_4;single_index;xgboost;-1;8;online_time_std;0.02194794660082351
synthetic_log_4;single_index;xgboost;-1;9;train_prefix_generation_time;0.6957745552062988
synthetic_log_4;single_index;xgboost;-1;9;offline_time_total;4.260619878768921
synthetic_log_4;single_index;xgboost;-1;9;online_time_avg;0.023520443032971444
synthetic_log_4;single_index;xgboost;-1;9;online_time_std;0.0248610572551888
synthetic_log_4;single_index;xgboost;1;-1;auc;0.8109479006656426
synthetic_log_4;single_index;xgboost;2;-1;auc;0.8352374551971327
synthetic_log_4;single_index;xgboost;3;-1;auc;0.8352374551971327
synthetic_log_4;single_index;xgboost;4;-1;auc;0.8352374551971327
synthetic_log_4;single_index;xgboost;5;-1;auc;0.8352374551971327
synthetic_log_4;single_index;xgboost;6;-1;auc;0.833179406385252
synthetic_log_4;single_index;xgboost;7;-1;auc;0.8303494963500673
synthetic_log_4;single_index;xgboost;8;-1;auc;0.8235971808078071
synthetic_log_4;single_index;xgboost;9;-1;auc;0.8184102564102564
synthetic_log_4;single_index;xgboost;10;-1;auc;0.8251444169364566
synthetic_log_4;single_index;xgboost;11;-1;auc;0.8146794949864002
synthetic_log_4;single_index;xgboost;12;-1;auc;0.8213265004434808
synthetic_log_4;single_index;xgboost;13;-1;auc;0.8214476139696082
synthetic_log_4;single_index;xgboost;14;-1;auc;0.8315395041058757
synthetic_log_4;single_index;xgboost;15;-1;auc;0.8509872368277517
synthetic_log_4;single_index;xgboost;16;-1;auc;0.854577521244188
synthetic_log_4;single_index;xgboost;17;-1;auc;0.8598557692307692
synthetic_log_4;single_index;xgboost;18;-1;auc;0.8688767936665017
synthetic_log_4;single_index;xgboost;19;-1;auc;0.8363636363636363
synthetic_log_4;single_index;xgboost;-1;-1;auc;0.8299473288186607
synthetic_log_4;single_index;xgboost;-1;-1;online_time_avg;0.02095309382897266
synthetic_log_4;single_index;xgboost;-1;-1;online_time_std;0.02184978133770123
synthetic_log_4;single_index;xgboost;-1;-1;offline_time_total_avg;4.118822312355041
synthetic_log_4;single_index;xgboost;-1;-1;offline_time_total_std;0.3512573279497439
