dataset;method;cls;nr_events;n_iter;metric;score
synthetic_log_9;single_index;xgboost;-1;-1;test_prefix_generation_time;0.666607141494751
synthetic_log_9;single_index;xgboost;-1;0;train_prefix_generation_time;0.6966252326965332
synthetic_log_9;single_index;xgboost;-1;0;offline_time_total;2.7675087451934814
synthetic_log_9;single_index;xgboost;-1;0;online_time_avg;0.028102854961927527
synthetic_log_9;single_index;xgboost;-1;0;online_time_std;0.028782969388802985
synthetic_log_9;single_index;xgboost;-1;1;train_prefix_generation_time;0.6816225051879883
synthetic_log_9;single_index;xgboost;-1;1;offline_time_total;2.5613291263580322
synthetic_log_9;single_index;xgboost;-1;1;online_time_avg;0.027939429005018973
synthetic_log_9;single_index;xgboost;-1;1;online_time_std;0.028555414218156876
synthetic_log_9;single_index;xgboost;-1;2;train_prefix_generation_time;0.682621955871582
synthetic_log_9;single_index;xgboost;-1;2;offline_time_total;2.466243267059326
synthetic_log_9;single_index;xgboost;-1;2;online_time_avg;0.028007014182032948
synthetic_log_9;single_index;xgboost;-1;2;online_time_std;0.02864484204074842
synthetic_log_9;single_index;xgboost;-1;3;train_prefix_generation_time;0.7156505584716797
synthetic_log_9;single_index;xgboost;-1;3;offline_time_total;2.498270273208618
synthetic_log_9;single_index;xgboost;-1;3;online_time_avg;0.028017556638615753
synthetic_log_9;single_index;xgboost;-1;3;online_time_std;0.028654870973144432
synthetic_log_9;single_index;xgboost;-1;4;train_prefix_generation_time;0.688626766204834
synthetic_log_9;single_index;xgboost;-1;4;offline_time_total;2.4662420749664307
synthetic_log_9;single_index;xgboost;-1;4;online_time_avg;0.02816518112984592
synthetic_log_9;single_index;xgboost;-1;4;online_time_std;0.028840505729765945
synthetic_log_9;single_index;xgboost;-1;5;train_prefix_generation_time;0.7118802070617676
synthetic_log_9;single_index;xgboost;-1;5;offline_time_total;2.6231980323791504
synthetic_log_9;single_index;xgboost;-1;5;online_time_avg;0.028106473435991618
synthetic_log_9;single_index;xgboost;-1;5;online_time_std;0.028770090995423336
synthetic_log_9;single_index;xgboost;-1;6;train_prefix_generation_time;0.707373857498169
synthetic_log_9;single_index;xgboost;-1;6;offline_time_total;2.6126153469085693
synthetic_log_9;single_index;xgboost;-1;6;online_time_avg;0.028001512080872627
synthetic_log_9;single_index;xgboost;-1;6;online_time_std;0.02865969208162197
synthetic_log_9;single_index;xgboost;-1;7;train_prefix_generation_time;0.6826190948486328
synthetic_log_9;single_index;xgboost;-1;7;offline_time_total;2.464240074157715
synthetic_log_9;single_index;xgboost;-1;7;online_time_avg;0.028150521206782162
synthetic_log_9;single_index;xgboost;-1;7;online_time_std;0.0288100327637161
synthetic_log_9;single_index;xgboost;-1;8;train_prefix_generation_time;0.6906270980834961
synthetic_log_9;single_index;xgboost;-1;8;offline_time_total;2.7028086185455322
synthetic_log_9;single_index;xgboost;-1;8;online_time_avg;0.02805012891854009
synthetic_log_9;single_index;xgboost;-1;8;online_time_std;0.028729281236399545
synthetic_log_9;single_index;xgboost;-1;9;train_prefix_generation_time;0.7026505470275879
synthetic_log_9;single_index;xgboost;-1;9;offline_time_total;2.617755889892578
synthetic_log_9;single_index;xgboost;-1;9;online_time_avg;0.028106301113029693
synthetic_log_9;single_index;xgboost;-1;9;online_time_std;0.028796100407552684
synthetic_log_9;single_index;xgboost;1;-1;auc;0.9195404138195901
synthetic_log_9;single_index;xgboost;2;-1;auc;0.9274615544638427
synthetic_log_9;single_index;xgboost;3;-1;auc;0.9274615544638427
synthetic_log_9;single_index;xgboost;4;-1;auc;0.9274615544638427
synthetic_log_9;single_index;xgboost;5;-1;auc;0.9274615544638427
synthetic_log_9;single_index;xgboost;6;-1;auc;0.9226699303332706
synthetic_log_9;single_index;xgboost;7;-1;auc;0.9295306475202765
synthetic_log_9;single_index;xgboost;8;-1;auc;0.9341049852776931
synthetic_log_9;single_index;xgboost;9;-1;auc;0.9313335313335314
synthetic_log_9;single_index;xgboost;10;-1;auc;0.92507215007215
synthetic_log_9;single_index;xgboost;11;-1;auc;0.9326606909598668
synthetic_log_9;single_index;xgboost;12;-1;auc;0.9265208475734792
synthetic_log_9;single_index;xgboost;13;-1;auc;0.923666371942234
synthetic_log_9;single_index;xgboost;14;-1;auc;0.9153398058252427
synthetic_log_9;single_index;xgboost;15;-1;auc;0.9159217515222179
synthetic_log_9;single_index;xgboost;16;-1;auc;0.9105339105339105
synthetic_log_9;single_index;xgboost;17;-1;auc;0.9071591196559575
synthetic_log_9;single_index;xgboost;18;-1;auc;0.9053333333333333
synthetic_log_9;single_index;xgboost;19;-1;auc;0.8689516129032259
synthetic_log_9;single_index;xgboost;-1;-1;auc;0.9248919258634285
synthetic_log_9;single_index;xgboost;-1;-1;online_time_avg;0.028064697267265726
synthetic_log_9;single_index;xgboost;-1;-1;online_time_std;0.028724594512337467
synthetic_log_9;single_index;xgboost;-1;-1;offline_time_total_avg;2.5780211448669434
synthetic_log_9;single_index;xgboost;-1;-1;offline_time_total_std;0.10043298049243347
