iter;dataset;cls;method;param;value;score
2;synthetic_log_7;xgboost;single_index;colsample_bytree;0.9798903129272543;0.7923343259862271
2;synthetic_log_7;xgboost;single_index;learning_rate;0.5753713584169964;0.7923343259862271
2;synthetic_log_7;xgboost;single_index;max_depth;23;0.7923343259862271
2;synthetic_log_7;xgboost;single_index;min_child_weight;3;0.7923343259862271
2;synthetic_log_7;xgboost;single_index;subsample;0.9971817942692498;0.7923343259862271
2;synthetic_log_7;xgboost;single_index;processing_time;7.219669342041016;0
3;synthetic_log_7;xgboost;single_index;colsample_bytree;0.6495724158444156;0.8048584040402291
3;synthetic_log_7;xgboost;single_index;learning_rate;0.12458486930207346;0.8048584040402291
3;synthetic_log_7;xgboost;single_index;max_depth;13;0.8048584040402291
3;synthetic_log_7;xgboost;single_index;min_child_weight;5;0.8048584040402291
3;synthetic_log_7;xgboost;single_index;subsample;0.9787564883844446;0.8048584040402291
3;synthetic_log_7;xgboost;single_index;processing_time;7.306640863418579;0
4;synthetic_log_7;xgboost;single_index;colsample_bytree;0.5123862397674663;0.7986594105318128
4;synthetic_log_7;xgboost;single_index;learning_rate;0.18634959064683443;0.7986594105318128
4;synthetic_log_7;xgboost;single_index;max_depth;17;0.7986594105318128
4;synthetic_log_7;xgboost;single_index;min_child_weight;3;0.7986594105318128
4;synthetic_log_7;xgboost;single_index;subsample;0.5585664809740376;0.7986594105318128
4;synthetic_log_7;xgboost;single_index;processing_time;6.84978723526001;0
5;synthetic_log_7;xgboost;single_index;colsample_bytree;0.8078561505252224;0.8002600291109104
5;synthetic_log_7;xgboost;single_index;learning_rate;0.06992488234125194;0.8002600291109104
5;synthetic_log_7;xgboost;single_index;max_depth;16;0.8002600291109104
5;synthetic_log_7;xgboost;single_index;min_child_weight;5;0.8002600291109104
5;synthetic_log_7;xgboost;single_index;subsample;0.6559556807208633;0.8002600291109104
5;synthetic_log_7;xgboost;single_index;processing_time;10.200706720352173;0
6;synthetic_log_7;xgboost;single_index;colsample_bytree;0.5009957423631517;0.7850280724407052
6;synthetic_log_7;xgboost;single_index;learning_rate;0.4673241563966152;0.7850280724407052
6;synthetic_log_7;xgboost;single_index;max_depth;12;0.7850280724407052
6;synthetic_log_7;xgboost;single_index;min_child_weight;6;0.7850280724407052
6;synthetic_log_7;xgboost;single_index;subsample;0.5571148882782756;0.7850280724407052
6;synthetic_log_7;xgboost;single_index;processing_time;5.761139154434204;0
7;synthetic_log_7;xgboost;single_index;colsample_bytree;0.7733928872195928;0.793808171274654
7;synthetic_log_7;xgboost;single_index;learning_rate;0.3372075892784443;0.793808171274654
7;synthetic_log_7;xgboost;single_index;max_depth;14;0.793808171274654
7;synthetic_log_7;xgboost;single_index;min_child_weight;1;0.793808171274654
7;synthetic_log_7;xgboost;single_index;subsample;0.7253013383386986;0.793808171274654
7;synthetic_log_7;xgboost;single_index;processing_time;7.748497724533081;0
8;synthetic_log_7;xgboost;single_index;colsample_bytree;0.7088112318111084;0.7904079758675632
8;synthetic_log_7;xgboost;single_index;learning_rate;0.5634262502690094;0.7904079758675632
8;synthetic_log_7;xgboost;single_index;max_depth;21;0.7904079758675632
8;synthetic_log_7;xgboost;single_index;min_child_weight;6;0.7904079758675632
8;synthetic_log_7;xgboost;single_index;subsample;0.810950313730429;0.7904079758675632
8;synthetic_log_7;xgboost;single_index;processing_time;6.142016887664795;0
9;synthetic_log_7;xgboost;single_index;colsample_bytree;0.9633227633775332;0.7839577592773933
9;synthetic_log_7;xgboost;single_index;learning_rate;0.8510472152104854;0.7839577592773933
9;synthetic_log_7;xgboost;single_index;max_depth;13;0.7839577592773933
9;synthetic_log_7;xgboost;single_index;min_child_weight;6;0.7839577592773933
9;synthetic_log_7;xgboost;single_index;subsample;0.8506840665243891;0.7839577592773933
9;synthetic_log_7;xgboost;single_index;processing_time;6.648852825164795;0
10;synthetic_log_7;xgboost;single_index;colsample_bytree;0.8212953886405032;0.7891454646514479
10;synthetic_log_7;xgboost;single_index;learning_rate;0.302204735122265;0.7891454646514479
10;synthetic_log_7;xgboost;single_index;max_depth;25;0.7891454646514479
10;synthetic_log_7;xgboost;single_index;min_child_weight;3;0.7891454646514479
10;synthetic_log_7;xgboost;single_index;subsample;0.8177305837406907;0.7891454646514479
10;synthetic_log_7;xgboost;single_index;processing_time;7.466587781906128;0
11;synthetic_log_7;xgboost;single_index;colsample_bytree;0.9322529125106546;0.7954737025347051
11;synthetic_log_7;xgboost;single_index;learning_rate;0.24333877614733013;0.7954737025347051
11;synthetic_log_7;xgboost;single_index;max_depth;25;0.7954737025347051
11;synthetic_log_7;xgboost;single_index;min_child_weight;3;0.7954737025347051
11;synthetic_log_7;xgboost;single_index;subsample;0.5287771424974961;0.7954737025347051
11;synthetic_log_7;xgboost;single_index;processing_time;8.869135856628418;0
