iter;dataset;cls;method;param;value;score
2;synthetic_log_2;xgboost;single_index;colsample_bytree;0.8755478983215512;0.7770927523948178
2;synthetic_log_2;xgboost;single_index;learning_rate;0.7380273943932898;0.7770927523948178
2;synthetic_log_2;xgboost;single_index;max_depth;4;0.7770927523948178
2;synthetic_log_2;xgboost;single_index;min_child_weight;4;0.7770927523948178
2;synthetic_log_2;xgboost;single_index;subsample;0.929353844364422;0.7770927523948178
2;synthetic_log_2;xgboost;single_index;processing_time;6.573900938034058;0
3;synthetic_log_2;xgboost;single_index;colsample_bytree;0.8857138911291788;0.7746772644979999
3;synthetic_log_2;xgboost;single_index;learning_rate;0.47796866039981045;0.7746772644979999
3;synthetic_log_2;xgboost;single_index;max_depth;7;0.7746772644979999
3;synthetic_log_2;xgboost;single_index;min_child_weight;1;0.7746772644979999
3;synthetic_log_2;xgboost;single_index;subsample;0.6216220637446148;0.7746772644979999
3;synthetic_log_2;xgboost;single_index;processing_time;8.207378387451172;0
4;synthetic_log_2;xgboost;single_index;colsample_bytree;0.8531361378398021;0.7308626198436198
4;synthetic_log_2;xgboost;single_index;learning_rate;0.6847166994838906;0.7308626198436198
4;synthetic_log_2;xgboost;single_index;max_depth;28;0.7308626198436198
4;synthetic_log_2;xgboost;single_index;min_child_weight;3;0.7308626198436198
4;synthetic_log_2;xgboost;single_index;subsample;0.6225131679200393;0.7308626198436198
4;synthetic_log_2;xgboost;single_index;processing_time;7.145717620849609;0
5;synthetic_log_2;xgboost;single_index;colsample_bytree;0.9008270980126274;0.781546646362603
5;synthetic_log_2;xgboost;single_index;learning_rate;0.6696335253661396;0.781546646362603
5;synthetic_log_2;xgboost;single_index;max_depth;26;0.781546646362603
5;synthetic_log_2;xgboost;single_index;min_child_weight;1;0.781546646362603
5;synthetic_log_2;xgboost;single_index;subsample;0.703563968431033;0.781546646362603
5;synthetic_log_2;xgboost;single_index;processing_time;7.602571487426758;0
6;synthetic_log_2;xgboost;single_index;colsample_bytree;0.8756931937236994;0.7685466020025119
6;synthetic_log_2;xgboost;single_index;learning_rate;0.6554825925458566;0.7685466020025119
6;synthetic_log_2;xgboost;single_index;max_depth;23;0.7685466020025119
6;synthetic_log_2;xgboost;single_index;min_child_weight;3;0.7685466020025119
6;synthetic_log_2;xgboost;single_index;subsample;0.9331105062953593;0.7685466020025119
6;synthetic_log_2;xgboost;single_index;processing_time;6.676867723464966;0
7;synthetic_log_2;xgboost;single_index;colsample_bytree;0.5777363743048878;0.7590872058892173
7;synthetic_log_2;xgboost;single_index;learning_rate;0.6106888915290044;0.7590872058892173
7;synthetic_log_2;xgboost;single_index;max_depth;19;0.7590872058892173
7;synthetic_log_2;xgboost;single_index;min_child_weight;2;0.7590872058892173
7;synthetic_log_2;xgboost;single_index;subsample;0.7985224794555921;0.7590872058892173
7;synthetic_log_2;xgboost;single_index;processing_time;5.910112142562866;0
8;synthetic_log_2;xgboost;single_index;colsample_bytree;0.6783749851899566;0.7810667433443802
8;synthetic_log_2;xgboost;single_index;learning_rate;0.4088668191741226;0.7810667433443802
8;synthetic_log_2;xgboost;single_index;max_depth;28;0.7810667433443802
8;synthetic_log_2;xgboost;single_index;min_child_weight;3;0.7810667433443802
8;synthetic_log_2;xgboost;single_index;subsample;0.6515048222436373;0.7810667433443802
8;synthetic_log_2;xgboost;single_index;processing_time;7.287672519683838;0
9;synthetic_log_2;xgboost;single_index;colsample_bytree;0.5415260074116464;0.7682962629457043
9;synthetic_log_2;xgboost;single_index;learning_rate;0.440549363271154;0.7682962629457043
9;synthetic_log_2;xgboost;single_index;max_depth;21;0.7682962629457043
9;synthetic_log_2;xgboost;single_index;min_child_weight;1;0.7682962629457043
9;synthetic_log_2;xgboost;single_index;subsample;0.752609046787195;0.7682962629457043
9;synthetic_log_2;xgboost;single_index;processing_time;6.29298996925354;0
10;synthetic_log_2;xgboost;single_index;colsample_bytree;0.930213501372096;0.7916353615412728
10;synthetic_log_2;xgboost;single_index;learning_rate;0.03692601000149931;0.7916353615412728
10;synthetic_log_2;xgboost;single_index;max_depth;15;0.7916353615412728
10;synthetic_log_2;xgboost;single_index;min_child_weight;3;0.7916353615412728
10;synthetic_log_2;xgboost;single_index;subsample;0.6324287371104452;0.7916353615412728
10;synthetic_log_2;xgboost;single_index;processing_time;13.871569395065308;0
11;synthetic_log_2;xgboost;single_index;colsample_bytree;0.9103331595310155;0.7890851679571681
11;synthetic_log_2;xgboost;single_index;learning_rate;0.03317455898888222;0.7890851679571681
11;synthetic_log_2;xgboost;single_index;max_depth;7;0.7890851679571681
11;synthetic_log_2;xgboost;single_index;min_child_weight;4;0.7890851679571681
11;synthetic_log_2;xgboost;single_index;subsample;0.7746829892730784;0.7890851679571681
11;synthetic_log_2;xgboost;single_index;processing_time;12.452023267745972;0
