iter;dataset;cls;method;param;value;score
2;synthetic_log_8;xgboost;single_index;colsample_bytree;0.7940286313870495;0.7789238316835666
2;synthetic_log_8;xgboost;single_index;learning_rate;0.6515327876491238;0.7789238316835666
2;synthetic_log_8;xgboost;single_index;max_depth;9;0.7789238316835666
2;synthetic_log_8;xgboost;single_index;min_child_weight;5;0.7789238316835666
2;synthetic_log_8;xgboost;single_index;subsample;0.8908131645596102;0.7789238316835666
2;synthetic_log_8;xgboost;single_index;processing_time;6.715830326080322;0
3;synthetic_log_8;xgboost;single_index;colsample_bytree;0.7936512476898542;0.7865612958478003
3;synthetic_log_8;xgboost;single_index;learning_rate;0.2799051824694848;0.7865612958478003
3;synthetic_log_8;xgboost;single_index;max_depth;9;0.7865612958478003
3;synthetic_log_8;xgboost;single_index;min_child_weight;1;0.7865612958478003
3;synthetic_log_8;xgboost;single_index;subsample;0.8059435696113927;0.7865612958478003
3;synthetic_log_8;xgboost;single_index;processing_time;7.858462333679199;0
4;synthetic_log_8;xgboost;single_index;colsample_bytree;0.6775959104811266;0.7717624175916903
4;synthetic_log_8;xgboost;single_index;learning_rate;0.6409120477461593;0.7717624175916903
4;synthetic_log_8;xgboost;single_index;max_depth;27;0.7717624175916903
4;synthetic_log_8;xgboost;single_index;min_child_weight;1;0.7717624175916903
4;synthetic_log_8;xgboost;single_index;subsample;0.7553644474454011;0.7717624175916903
4;synthetic_log_8;xgboost;single_index;processing_time;6.441920042037964;0
5;synthetic_log_8;xgboost;single_index;colsample_bytree;0.7261204596580616;0.7859860749624709
5;synthetic_log_8;xgboost;single_index;learning_rate;0.42063927200861306;0.7859860749624709
5;synthetic_log_8;xgboost;single_index;max_depth;9;0.7859860749624709
5;synthetic_log_8;xgboost;single_index;min_child_weight;5;0.7859860749624709
5;synthetic_log_8;xgboost;single_index;subsample;0.5890490628027274;0.7859860749624709
5;synthetic_log_8;xgboost;single_index;processing_time;6.880778074264526;0
6;synthetic_log_8;xgboost;single_index;colsample_bytree;0.8021610441358009;0.7771574338706846
6;synthetic_log_8;xgboost;single_index;learning_rate;0.4618859931177235;0.7771574338706846
6;synthetic_log_8;xgboost;single_index;max_depth;26;0.7771574338706846
6;synthetic_log_8;xgboost;single_index;min_child_weight;6;0.7771574338706846
6;synthetic_log_8;xgboost;single_index;subsample;0.9124644334151031;0.7771574338706846
6;synthetic_log_8;xgboost;single_index;processing_time;6.522893905639648;0
7;synthetic_log_8;xgboost;single_index;colsample_bytree;0.7418646444938738;0.7578100666248216
7;synthetic_log_8;xgboost;single_index;learning_rate;0.9225555752409965;0.7578100666248216
7;synthetic_log_8;xgboost;single_index;max_depth;4;0.7578100666248216
7;synthetic_log_8;xgboost;single_index;min_child_weight;3;0.7578100666248216
7;synthetic_log_8;xgboost;single_index;subsample;0.9928670274062594;0.7578100666248216
7;synthetic_log_8;xgboost;single_index;processing_time;5.668170213699341;0
8;synthetic_log_8;xgboost;single_index;colsample_bytree;0.662427136021309;0.7919085408047971
8;synthetic_log_8;xgboost;single_index;learning_rate;0.152961239125731;0.7919085408047971
8;synthetic_log_8;xgboost;single_index;max_depth;18;0.7919085408047971
8;synthetic_log_8;xgboost;single_index;min_child_weight;2;0.7919085408047971
8;synthetic_log_8;xgboost;single_index;subsample;0.5311270072840366;0.7919085408047971
8;synthetic_log_8;xgboost;single_index;processing_time;8.236340761184692;0
9;synthetic_log_8;xgboost;single_index;colsample_bytree;0.5625195758969396;0.7762300546291835
9;synthetic_log_8;xgboost;single_index;learning_rate;0.45106799534023423;0.7762300546291835
9;synthetic_log_8;xgboost;single_index;max_depth;15;0.7762300546291835
9;synthetic_log_8;xgboost;single_index;min_child_weight;3;0.7762300546291835
9;synthetic_log_8;xgboost;single_index;subsample;0.6895598474607644;0.7762300546291835
9;synthetic_log_8;xgboost;single_index;processing_time;6.02205491065979;0
10;synthetic_log_8;xgboost;single_index;colsample_bytree;0.7877727954026583;0.7658411751303685
10;synthetic_log_8;xgboost;single_index;learning_rate;0.009873520048339968;0.7658411751303685
10;synthetic_log_8;xgboost;single_index;max_depth;17;0.7658411751303685
10;synthetic_log_8;xgboost;single_index;min_child_weight;1;0.7658411751303685
10;synthetic_log_8;xgboost;single_index;subsample;0.779647441810584;0.7658411751303685
10;synthetic_log_8;xgboost;single_index;processing_time;17.453364372253418;0
11;synthetic_log_8;xgboost;single_index;colsample_bytree;0.6269082429595223;0.7888245298682669
11;synthetic_log_8;xgboost;single_index;learning_rate;0.17230928470477047;0.7888245298682669
11;synthetic_log_8;xgboost;single_index;max_depth;18;0.7888245298682669
11;synthetic_log_8;xgboost;single_index;min_child_weight;6;0.7888245298682669
11;synthetic_log_8;xgboost;single_index;subsample;0.9814817559790272;0.7888245298682669
11;synthetic_log_8;xgboost;single_index;processing_time;6.756818532943726;0
