dataset;method;cls;nr_events;n_iter;metric;score
sepsis_cases_1;single_index;xgboost;-1;-1;test_prefix_generation_time;1.5265097618103027
sepsis_cases_1;single_index;xgboost;-1;0;train_prefix_generation_time;1.2795898914337158
sepsis_cases_1;single_index;xgboost;-1;0;offline_time_total;4.274630546569824
sepsis_cases_1;single_index;xgboost;-1;0;online_time_avg;0.01662754427897999
sepsis_cases_1;single_index;xgboost;-1;0;online_time_std;0.01877229587961697
sepsis_cases_1;single_index;xgboost;-1;1;train_prefix_generation_time;1.2645950317382812
sepsis_cases_1;single_index;xgboost;-1;1;offline_time_total;4.0996856689453125
sepsis_cases_1;single_index;xgboost;-1;1;online_time_avg;0.016496509637987558
sepsis_cases_1;single_index;xgboost;-1;1;online_time_std;0.01852540497279406
sepsis_cases_1;single_index;xgboost;-1;2;train_prefix_generation_time;1.2186102867126465
sepsis_cases_1;single_index;xgboost;-1;2;offline_time_total;3.975726366043091
sepsis_cases_1;single_index;xgboost;-1;2;online_time_avg;0.016554632745609126
sepsis_cases_1;single_index;xgboost;-1;2;online_time_std;0.018691363267792166
sepsis_cases_1;single_index;xgboost;-1;3;train_prefix_generation_time;1.214611530303955
sepsis_cases_1;single_index;xgboost;-1;3;offline_time_total;3.9837234020233154
sepsis_cases_1;single_index;xgboost;-1;3;online_time_avg;0.01688189675017725
sepsis_cases_1;single_index;xgboost;-1;3;online_time_std;0.019022855212282183
sepsis_cases_1;single_index;xgboost;-1;4;train_prefix_generation_time;1.2211427688598633
sepsis_cases_1;single_index;xgboost;-1;4;offline_time_total;4.132914781570435
sepsis_cases_1;single_index;xgboost;-1;4;online_time_avg;0.016803232521738348
sepsis_cases_1;single_index;xgboost;-1;4;online_time_std;0.01895423719355272
sepsis_cases_1;single_index;xgboost;-1;5;train_prefix_generation_time;1.2955849170684814
sepsis_cases_1;single_index;xgboost;-1;5;offline_time_total;4.890432119369507
sepsis_cases_1;single_index;xgboost;-1;5;online_time_avg;0.016572940672511215
sepsis_cases_1;single_index;xgboost;-1;5;online_time_std;0.018675598820957588
sepsis_cases_1;single_index;xgboost;-1;6;train_prefix_generation_time;1.2316060066223145
sepsis_cases_1;single_index;xgboost;-1;6;offline_time_total;4.078697204589844
sepsis_cases_1;single_index;xgboost;-1;6;online_time_avg;0.016685809057232787
sepsis_cases_1;single_index;xgboost;-1;6;online_time_std;0.0188096726237894
sepsis_cases_1;single_index;xgboost;-1;7;train_prefix_generation_time;1.2066140174865723
sepsis_cases_1;single_index;xgboost;-1;7;offline_time_total;3.9547338485717773
sepsis_cases_1;single_index;xgboost;-1;7;online_time_avg;0.016667062825198503
sepsis_cases_1;single_index;xgboost;-1;7;online_time_std;0.018891166509568867
sepsis_cases_1;single_index;xgboost;-1;8;train_prefix_generation_time;1.2086131572723389
sepsis_cases_1;single_index;xgboost;-1;8;offline_time_total;3.9707276821136475
sepsis_cases_1;single_index;xgboost;-1;8;online_time_avg;0.0170511562177124
sepsis_cases_1;single_index;xgboost;-1;8;online_time_std;0.019190468896262008
sepsis_cases_1;single_index;xgboost;-1;9;train_prefix_generation_time;1.207613229751587
sepsis_cases_1;single_index;xgboost;-1;9;offline_time_total;3.9887213706970215
sepsis_cases_1;single_index;xgboost;-1;9;online_time_avg;0.0170243025512893
sepsis_cases_1;single_index;xgboost;-1;9;online_time_std;0.0193090917269271
sepsis_cases_1;single_index;xgboost;1;-1;auc;0.506209473568524
sepsis_cases_1;single_index;xgboost;2;-1;auc;0.474447741510056
sepsis_cases_1;single_index;xgboost;3;-1;auc;0.474447741510056
sepsis_cases_1;single_index;xgboost;4;-1;auc;0.474447741510056
sepsis_cases_1;single_index;xgboost;5;-1;auc;0.474447741510056
sepsis_cases_1;single_index;xgboost;6;-1;auc;0.4732694003527337
sepsis_cases_1;single_index;xgboost;7;-1;auc;0.47017076957196724
