iter;dataset;cls;method;param;value;score
2;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.6785856170055022;0.5430564945486743
2;sepsis_cases_4;xgboost;single_index;learning_rate;0.8702953991985053;0.5430564945486743
2;sepsis_cases_4;xgboost;single_index;max_depth;13;0.5430564945486743
2;sepsis_cases_4;xgboost;single_index;min_child_weight;2;0.5430564945486743
2;sepsis_cases_4;xgboost;single_index;subsample;0.670003325155713;0.5430564945486743
2;sepsis_cases_4;xgboost;single_index;processing_time;8.412787914276123;0
3;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.6299243475561171;0.5471415356623232
3;sepsis_cases_4;xgboost;single_index;learning_rate;0.07056875659538464;0.5471415356623232
3;sepsis_cases_4;xgboost;single_index;max_depth;22;0.5471415356623232
3;sepsis_cases_4;xgboost;single_index;min_child_weight;2;0.5471415356623232
3;sepsis_cases_4;xgboost;single_index;subsample;0.6005568855541179;0.5471415356623232
3;sepsis_cases_4;xgboost;single_index;processing_time;13.716446161270142;0
4;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.8970809049042501;0.5380534107811862
4;sepsis_cases_4;xgboost;single_index;learning_rate;0.6228571893013959;0.5380534107811862
4;sepsis_cases_4;xgboost;single_index;max_depth;19;0.5380534107811862
4;sepsis_cases_4;xgboost;single_index;min_child_weight;3;0.5380534107811862
4;sepsis_cases_4;xgboost;single_index;subsample;0.8388630845184673;0.5380534107811862
4;sepsis_cases_4;xgboost;single_index;processing_time;10.802120447158813;0
5;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.6655845413674217;0.5433513295898669
5;sepsis_cases_4;xgboost;single_index;learning_rate;0.0315081003872425;0.5433513295898669
5;sepsis_cases_4;xgboost;single_index;max_depth;5;0.5433513295898669
5;sepsis_cases_4;xgboost;single_index;min_child_weight;5;0.5433513295898669
5;sepsis_cases_4;xgboost;single_index;subsample;0.7765649884647114;0.5433513295898669
5;sepsis_cases_4;xgboost;single_index;processing_time;13.69168758392334;0
6;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.794994794366791;0.5517640926367261
6;sepsis_cases_4;xgboost;single_index;learning_rate;0.05073976991308049;0.5517640926367261
6;sepsis_cases_4;xgboost;single_index;max_depth;9;0.5517640926367261
6;sepsis_cases_4;xgboost;single_index;min_child_weight;5;0.5517640926367261
6;sepsis_cases_4;xgboost;single_index;subsample;0.5765360713753979;0.5517640926367261
6;sepsis_cases_4;xgboost;single_index;processing_time;9.53118085861206;0
7;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.8696968645179615;0.5287322935913145
7;sepsis_cases_4;xgboost;single_index;learning_rate;0.6608624306783524;0.5287322935913145
7;sepsis_cases_4;xgboost;single_index;max_depth;28;0.5287322935913145
7;sepsis_cases_4;xgboost;single_index;min_child_weight;4;0.5287322935913145
7;sepsis_cases_4;xgboost;single_index;subsample;0.6964805442404671;0.5287322935913145
7;sepsis_cases_4;xgboost;single_index;processing_time;6.72493314743042;0
8;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.5350406913003602;0.5362733764939993
8;sepsis_cases_4;xgboost;single_index;learning_rate;0.10535045575371937;0.5362733764939993
8;sepsis_cases_4;xgboost;single_index;max_depth;13;0.5362733764939993
8;sepsis_cases_4;xgboost;single_index;min_child_weight;4;0.5362733764939993
8;sepsis_cases_4;xgboost;single_index;subsample;0.8126793106999266;0.5362733764939993
8;sepsis_cases_4;xgboost;single_index;processing_time;7.932407379150391;0
9;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.7516450087848032;0.5251524600720956
9;sepsis_cases_4;xgboost;single_index;learning_rate;0.4273959482709111;0.5251524600720956
9;sepsis_cases_4;xgboost;single_index;max_depth;7;0.5251524600720956
9;sepsis_cases_4;xgboost;single_index;min_child_weight;2;0.5251524600720956
9;sepsis_cases_4;xgboost;single_index;subsample;0.6495073776704714;0.5251524600720956
9;sepsis_cases_4;xgboost;single_index;processing_time;8.234036684036255;0
10;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.5541065941317221;0.5513558868803491
10;sepsis_cases_4;xgboost;single_index;learning_rate;0.7997628169187759;0.5513558868803491
10;sepsis_cases_4;xgboost;single_index;max_depth;8;0.5513558868803491
10;sepsis_cases_4;xgboost;single_index;min_child_weight;2;0.5513558868803491
10;sepsis_cases_4;xgboost;single_index;subsample;0.9778707261573356;0.5513558868803491
10;sepsis_cases_4;xgboost;single_index;processing_time;6.977876663208008;0
11;sepsis_cases_4;xgboost;single_index;colsample_bytree;0.8462301910167629;0.5653561922185407
11;sepsis_cases_4;xgboost;single_index;learning_rate;0.7927877353526885;0.5653561922185407
11;sepsis_cases_4;xgboost;single_index;max_depth;13;0.5653561922185407
11;sepsis_cases_4;xgboost;single_index;min_child_weight;5;0.5653561922185407
11;sepsis_cases_4;xgboost;single_index;subsample;0.9072029302665777;0.5653561922185407
11;sepsis_cases_4;xgboost;single_index;processing_time;7.521110534667969;0
