iter;dataset;cls;method;param;value;score
2;synthetic_log_3;xgboost;single_index;colsample_bytree;0.7492824870760215;0.8944884177001398
2;synthetic_log_3;xgboost;single_index;learning_rate;0.8166280553762388;0.8944884177001398
2;synthetic_log_3;xgboost;single_index;max_depth;16;0.8944884177001398
2;synthetic_log_3;xgboost;single_index;min_child_weight;5;0.8944884177001398
2;synthetic_log_3;xgboost;single_index;subsample;0.8441384632323277;0.8944884177001398
2;synthetic_log_3;xgboost;single_index;processing_time;5.895116567611694;0
3;synthetic_log_3;xgboost;single_index;colsample_bytree;0.628129452840509;0.900314889700502
3;synthetic_log_3;xgboost;single_index;learning_rate;0.6949345880507445;0.900314889700502
3;synthetic_log_3;xgboost;single_index;max_depth;20;0.900314889700502
3;synthetic_log_3;xgboost;single_index;min_child_weight;4;0.900314889700502
3;synthetic_log_3;xgboost;single_index;subsample;0.7612387739819102;0.900314889700502
3;synthetic_log_3;xgboost;single_index;processing_time;5.624203205108643;0
4;synthetic_log_3;xgboost;single_index;colsample_bytree;0.9568184374039648;0.8839586441580481
4;synthetic_log_3;xgboost;single_index;learning_rate;0.8453190629625329;0.8839586441580481
4;synthetic_log_3;xgboost;single_index;max_depth;9;0.8839586441580481
4;synthetic_log_3;xgboost;single_index;min_child_weight;3;0.8839586441580481
4;synthetic_log_3;xgboost;single_index;subsample;0.9280494781783318;0.8839586441580481
4;synthetic_log_3;xgboost;single_index;processing_time;6.355970144271851;0
5;synthetic_log_3;xgboost;single_index;colsample_bytree;0.9255125355304721;0.8935650015655797
5;synthetic_log_3;xgboost;single_index;learning_rate;0.9226284607804137;0.8935650015655797
5;synthetic_log_3;xgboost;single_index;max_depth;17;0.8935650015655797
5;synthetic_log_3;xgboost;single_index;min_child_weight;5;0.8935650015655797
5;synthetic_log_3;xgboost;single_index;subsample;0.850274977151264;0.8935650015655797
5;synthetic_log_3;xgboost;single_index;processing_time;6.34197473526001;0
6;synthetic_log_3;xgboost;single_index;colsample_bytree;0.852006563006954;0.9163856764520846
6;synthetic_log_3;xgboost;single_index;learning_rate;0.13016453883228485;0.9163856764520846
6;synthetic_log_3;xgboost;single_index;max_depth;15;0.9163856764520846
6;synthetic_log_3;xgboost;single_index;min_child_weight;2;0.9163856764520846
6;synthetic_log_3;xgboost;single_index;subsample;0.7169980042128958;0.9163856764520846
6;synthetic_log_3;xgboost;single_index;processing_time;8.593255519866943;0
7;synthetic_log_3;xgboost;single_index;colsample_bytree;0.9193874723768924;0.9044311468993488
7;synthetic_log_3;xgboost;single_index;learning_rate;0.7842944536830231;0.9044311468993488
7;synthetic_log_3;xgboost;single_index;max_depth;26;0.9044311468993488
7;synthetic_log_3;xgboost;single_index;min_child_weight;4;0.9044311468993488
7;synthetic_log_3;xgboost;single_index;subsample;0.6863259963169946;0.9044311468993488
7;synthetic_log_3;xgboost;single_index;processing_time;6.755841970443726;0
8;synthetic_log_3;xgboost;single_index;colsample_bytree;0.6402529794063446;0.9108571343129226
8;synthetic_log_3;xgboost;single_index;learning_rate;0.2232931669268321;0.9108571343129226
8;synthetic_log_3;xgboost;single_index;max_depth;26;0.9108571343129226
8;synthetic_log_3;xgboost;single_index;min_child_weight;3;0.9108571343129226
8;synthetic_log_3;xgboost;single_index;subsample;0.7403172053430558;0.9108571343129226
8;synthetic_log_3;xgboost;single_index;processing_time;6.5339131355285645;0
9;synthetic_log_3;xgboost;single_index;colsample_bytree;0.7843008876504902;0.8921243134951314
9;synthetic_log_3;xgboost;single_index;learning_rate;0.928646132392224;0.8921243134951314
9;synthetic_log_3;xgboost;single_index;max_depth;9;0.8921243134951314
9;synthetic_log_3;xgboost;single_index;min_child_weight;6;0.8921243134951314
9;synthetic_log_3;xgboost;single_index;subsample;0.9892581802487388;0.8921243134951314
9;synthetic_log_3;xgboost;single_index;processing_time;5.633200168609619;0
10;synthetic_log_3;xgboost;single_index;colsample_bytree;0.8318920582890155;0.8939984867549882
10;synthetic_log_3;xgboost;single_index;learning_rate;0.6028074036700541;0.8939984867549882
10;synthetic_log_3;xgboost;single_index;max_depth;11;0.8939984867549882
10;synthetic_log_3;xgboost;single_index;min_child_weight;2;0.8939984867549882
10;synthetic_log_3;xgboost;single_index;subsample;0.870491162547506;0.8939984867549882
10;synthetic_log_3;xgboost;single_index;processing_time;6.281993389129639;0
11;synthetic_log_3;xgboost;single_index;colsample_bytree;0.81837683397436;0.9179074563315246
11;synthetic_log_3;xgboost;single_index;learning_rate;0.19642532406488988;0.9179074563315246
11;synthetic_log_3;xgboost;single_index;max_depth;22;0.9179074563315246
11;synthetic_log_3;xgboost;single_index;min_child_weight;5;0.9179074563315246
11;synthetic_log_3;xgboost;single_index;subsample;0.784268024643753;0.9179074563315246
11;synthetic_log_3;xgboost;single_index;processing_time;7.286673069000244;0
