dataset;method;cls;nr_events;n_iter;metric;score
sepsis_cases_4;single_index;xgboost;-1;-1;test_prefix_generation_time;0.9303836822509766
sepsis_cases_4;single_index;xgboost;-1;0;train_prefix_generation_time;0.939802885055542
sepsis_cases_4;single_index;xgboost;-1;0;offline_time_total;4.809118986129761
sepsis_cases_4;single_index;xgboost;-1;0;online_time_avg;0.02086257041841815
sepsis_cases_4;single_index;xgboost;-1;0;online_time_std;0.022531546496873448
sepsis_cases_4;single_index;xgboost;-1;1;train_prefix_generation_time;1.043213129043579
sepsis_cases_4;single_index;xgboost;-1;1;offline_time_total;5.690425872802734
sepsis_cases_4;single_index;xgboost;-1;1;online_time_avg;0.021461320599982136
sepsis_cases_4;single_index;xgboost;-1;1;online_time_std;0.023255221273423388
sepsis_cases_4;single_index;xgboost;-1;2;train_prefix_generation_time;0.9242103099822998
sepsis_cases_4;single_index;xgboost;-1;2;offline_time_total;3.3878748416900635
sepsis_cases_4;single_index;xgboost;-1;2;online_time_avg;0.018192297911438917
sepsis_cases_4;single_index;xgboost;-1;2;online_time_std;0.01950731184114365
sepsis_cases_4;single_index;xgboost;-1;3;train_prefix_generation_time;0.7427620887756348
sepsis_cases_4;single_index;xgboost;-1;3;offline_time_total;3.1289970874786377
sepsis_cases_4;single_index;xgboost;-1;3;online_time_avg;0.017718935880694318
sepsis_cases_4;single_index;xgboost;-1;3;online_time_std;0.019028613572367424
sepsis_cases_4;single_index;xgboost;-1;4;train_prefix_generation_time;0.7757527828216553
sepsis_cases_4;single_index;xgboost;-1;4;offline_time_total;3.2360188961029053
sepsis_cases_4;single_index;xgboost;-1;4;online_time_avg;0.01775222853331017
sepsis_cases_4;single_index;xgboost;-1;4;online_time_std;0.019135330554527777
sepsis_cases_4;single_index;xgboost;-1;5;train_prefix_generation_time;0.7547581195831299
sepsis_cases_4;single_index;xgboost;-1;5;offline_time_total;3.5828511714935303
sepsis_cases_4;single_index;xgboost;-1;5;online_time_avg;0.017777637419087024
sepsis_cases_4;single_index;xgboost;-1;5;online_time_std;0.019165452798148623
sepsis_cases_4;single_index;xgboost;-1;6;train_prefix_generation_time;0.7537586688995361
sepsis_cases_4;single_index;xgboost;-1;6;offline_time_total;3.342928647994995
sepsis_cases_4;single_index;xgboost;-1;6;online_time_avg;0.017806040227543632
sepsis_cases_4;single_index;xgboost;-1;6;online_time_std;0.01921510047564888
sepsis_cases_4;single_index;xgboost;-1;7;train_prefix_generation_time;0.7387638092041016
sepsis_cases_4;single_index;xgboost;-1;7;offline_time_total;3.1190009117126465
sepsis_cases_4;single_index;xgboost;-1;7;online_time_avg;0.01787881464688869
sepsis_cases_4;single_index;xgboost;-1;7;online_time_std;0.01920271806318331
sepsis_cases_4;single_index;xgboost;-1;8;train_prefix_generation_time;0.7593200206756592
sepsis_cases_4;single_index;xgboost;-1;8;offline_time_total;3.3070712089538574
sepsis_cases_4;single_index;xgboost;-1;8;online_time_avg;0.017814532510058156
sepsis_cases_4;single_index;xgboost;-1;8;online_time_std;0.01917501065523548
sepsis_cases_4;single_index;xgboost;-1;9;train_prefix_generation_time;0.7527599334716797
sepsis_cases_4;single_index;xgboost;-1;9;offline_time_total;3.1259984970092773
sepsis_cases_4;single_index;xgboost;-1;9;online_time_avg;0.01757345854390951
sepsis_cases_4;single_index;xgboost;-1;9;online_time_std;0.01890738897969311
sepsis_cases_4;single_index;xgboost;1;-1;auc;0.6118815001575797
sepsis_cases_4;single_index;xgboost;2;-1;auc;0.6389326609938019
sepsis_cases_4;single_index;xgboost;3;-1;auc;0.6389326609938019
sepsis_cases_4;single_index;xgboost;4;-1;auc;0.6389326609938019
sepsis_cases_4;single_index;xgboost;5;-1;auc;0.6382171645329541
sepsis_cases_4;single_index;xgboost;6;-1;auc;0.6396353421317644
sepsis_cases_4;single_index;xgboost;7;-1;auc;0.6403508771929824
sepsis_cases_4;single_index;xgboost;8;-1;auc;0.6427083333333332
sepsis_cases_4;single_index;xgboost;9;-1;auc;0.6429138321995466
sepsis_cases_4;single_index;xgboost;10;-1;auc;0.6398401826484018
sepsis_cases_4;single_index;xgboost;11;-1;auc;0.634349442379182
sepsis_cases_4;single_index;xgboost;12;-1;auc;0.6277665995975855
sepsis_cases_4;single_index;xgboost;13;-1;auc;0.6144047619047619
sepsis_cases_4;single_index;xgboost;14;-1;auc;0.5956336022781206
sepsis_cases_4;single_index;xgboost;15;-1;auc;0.5548309178743962
sepsis_cases_4;single_index;xgboost;16;-1;auc;0.5575307045895281
sepsis_cases_4;single_index;xgboost;17;-1;auc;0.5751243781094528
sepsis_cases_4;single_index;xgboost;18;-1;auc;0.5721800116890707
sepsis_cases_4;single_index;xgboost;19;-1;auc;0.5114285714285713
sepsis_cases_4;single_index;xgboost;20;-1;auc;0.4808510638297872
sepsis_cases_4;single_index;xgboost;21;-1;auc;0.49550706033376124
sepsis_cases_4;single_index;xgboost;22;-1;auc;0.42321428571428577
sepsis_cases_4;single_index;xgboost;-1;-1;auc;0.6081339664074481
sepsis_cases_4;single_index;xgboost;-1;-1;online_time_avg;0.01848378366913307
sepsis_cases_4;single_index;xgboost;-1;-1;online_time_std;0.02001509331944737
sepsis_cases_4;single_index;xgboost;-1;-1;offline_time_total_avg;3.6730286121368407
sepsis_cases_4;single_index;xgboost;-1;-1;offline_time_total_std;0.8237757539231949
