dataset;method;cls;nr_events;n_iter;metric;score
synthetic_log_1;single_index;xgboost;-1;-1;test_prefix_generation_time;0.7227694988250732
synthetic_log_1;single_index;xgboost;-1;0;train_prefix_generation_time;0.6877803802490234
synthetic_log_1;single_index;xgboost;-1;0;offline_time_total;4.271635293960571
synthetic_log_1;single_index;xgboost;-1;0;online_time_avg;0.01962148874824461
synthetic_log_1;single_index;xgboost;-1;0;online_time_std;0.02040874984864014
synthetic_log_1;single_index;xgboost;-1;1;train_prefix_generation_time;0.6597893238067627
synthetic_log_1;single_index;xgboost;-1;1;offline_time_total;4.177666664123535
synthetic_log_1;single_index;xgboost;-1;1;online_time_avg;0.019671722712659705
synthetic_log_1;single_index;xgboost;-1;1;online_time_std;0.020513797033768683
synthetic_log_1;single_index;xgboost;-1;2;train_prefix_generation_time;0.6737852096557617
synthetic_log_1;single_index;xgboost;-1;2;offline_time_total;4.25764012336731
synthetic_log_1;single_index;xgboost;-1;2;online_time_avg;0.019620442358007077
synthetic_log_1;single_index;xgboost;-1;2;online_time_std;0.020352592779815864
synthetic_log_1;single_index;xgboost;-1;3;train_prefix_generation_time;0.6397964954376221
synthetic_log_1;single_index;xgboost;-1;3;offline_time_total;4.134680271148682
synthetic_log_1;single_index;xgboost;-1;3;online_time_avg;0.019665071534257186
synthetic_log_1;single_index;xgboost;-1;3;online_time_std;0.020409987513662305
synthetic_log_1;single_index;xgboost;-1;4;train_prefix_generation_time;0.6637890338897705
synthetic_log_1;single_index;xgboost;-1;4;offline_time_total;4.167669057846069
synthetic_log_1;single_index;xgboost;-1;4;online_time_avg;0.019638451669064978
synthetic_log_1;single_index;xgboost;-1;4;online_time_std;0.02042614037733687
synthetic_log_1;single_index;xgboost;-1;5;train_prefix_generation_time;0.6597907543182373
synthetic_log_1;single_index;xgboost;-1;5;offline_time_total;4.177666187286377
synthetic_log_1;single_index;xgboost;-1;5;online_time_avg;0.0196155531036306
synthetic_log_1;single_index;xgboost;-1;5;online_time_std;0.020351350066804483
synthetic_log_1;single_index;xgboost;-1;6;train_prefix_generation_time;0.6547915935516357
synthetic_log_1;single_index;xgboost;-1;6;offline_time_total;4.163671016693115
synthetic_log_1;single_index;xgboost;-1;6;online_time_avg;0.019608430602257
synthetic_log_1;single_index;xgboost;-1;6;online_time_std;0.020351380108573094
synthetic_log_1;single_index;xgboost;-1;7;train_prefix_generation_time;0.6787838935852051
synthetic_log_1;single_index;xgboost;-1;7;offline_time_total;4.187663316726685
synthetic_log_1;single_index;xgboost;-1;7;online_time_avg;0.01962458003742084
synthetic_log_1;single_index;xgboost;-1;7;online_time_std;0.02036766458572785
synthetic_log_1;single_index;xgboost;-1;8;train_prefix_generation_time;0.6657874584197998
synthetic_log_1;single_index;xgboost;-1;8;offline_time_total;4.166668891906738
synthetic_log_1;single_index;xgboost;-1;8;online_time_avg;0.019616082344468544
synthetic_log_1;single_index;xgboost;-1;8;online_time_std;0.02035636450651516
synthetic_log_1;single_index;xgboost;-1;9;train_prefix_generation_time;0.6607892513275146
synthetic_log_1;single_index;xgboost;-1;9;offline_time_total;4.1656694412231445
synthetic_log_1;single_index;xgboost;-1;9;online_time_avg;0.019640020209782966
synthetic_log_1;single_index;xgboost;-1;9;online_time_std;0.020428059591720813
synthetic_log_1;single_index;xgboost;1;-1;auc;0.7897465437788018
synthetic_log_1;single_index;xgboost;2;-1;auc;0.794402841781874
synthetic_log_1;single_index;xgboost;3;-1;auc;0.794402841781874
synthetic_log_1;single_index;xgboost;4;-1;auc;0.794402841781874
synthetic_log_1;single_index;xgboost;5;-1;auc;0.794402841781874
synthetic_log_1;single_index;xgboost;6;-1;auc;0.7959935897435898
synthetic_log_1;single_index;xgboost;7;-1;auc;0.7933264652014652
synthetic_log_1;single_index;xgboost;8;-1;auc;0.8054930022098286
synthetic_log_1;single_index;xgboost;9;-1;auc;0.8077322017916078
synthetic_log_1;single_index;xgboost;10;-1;auc;0.8029862323056042
synthetic_log_1;single_index;xgboost;11;-1;auc;0.8050907615860461
synthetic_log_1;single_index;xgboost;12;-1;auc;0.8077017414765759
synthetic_log_1;single_index;xgboost;13;-1;auc;0.7935031185031185
synthetic_log_1;single_index;xgboost;14;-1;auc;0.8024590163934426
synthetic_log_1;single_index;xgboost;15;-1;auc;0.7997552564245188
synthetic_log_1;single_index;xgboost;16;-1;auc;0.8149397590361447
synthetic_log_1;single_index;xgboost;17;-1;auc;0.8104166666666667
synthetic_log_1;single_index;xgboost;18;-1;auc;0.7834743653558984
synthetic_log_1;single_index;xgboost;19;-1;auc;0.7668269230769231
synthetic_log_1;single_index;xgboost;-1;-1;auc;0.7984680016114346
synthetic_log_1;single_index;xgboost;-1;-1;online_time_avg;0.019632184331979347
synthetic_log_1;single_index;xgboost;-1;-1;online_time_std;0.020396678665645145
synthetic_log_1;single_index;xgboost;-1;-1;offline_time_total_avg;4.1870630264282225
synthetic_log_1;single_index;xgboost;-1;-1;offline_time_total_std;0.04105047990592809
