iter;dataset;cls;method;param;value;score
2;synthetic_log_4;xgboost;single_index;colsample_bytree;0.7519392950017785;0.7595189324869297
2;synthetic_log_4;xgboost;single_index;learning_rate;0.4649081465300997;0.7595189324869297
2;synthetic_log_4;xgboost;single_index;max_depth;21;0.7595189324869297
2;synthetic_log_4;xgboost;single_index;min_child_weight;5;0.7595189324869297
2;synthetic_log_4;xgboost;single_index;subsample;0.728562251720706;0.7595189324869297
2;synthetic_log_4;xgboost;single_index;processing_time;7.156681537628174;0
3;synthetic_log_4;xgboost;single_index;colsample_bytree;0.6356380913819022;0.7759051481360597
3;synthetic_log_4;xgboost;single_index;learning_rate;0.34644628853621495;0.7759051481360597
3;synthetic_log_4;xgboost;single_index;max_depth;14;0.7759051481360597
3;synthetic_log_4;xgboost;single_index;min_child_weight;4;0.7759051481360597
3;synthetic_log_4;xgboost;single_index;subsample;0.6968118915829247;0.7759051481360597
3;synthetic_log_4;xgboost;single_index;processing_time;6.997732400894165;0
4;synthetic_log_4;xgboost;single_index;colsample_bytree;0.5980046861062269;0.7481685721943033
4;synthetic_log_4;xgboost;single_index;learning_rate;0.5855735897887601;0.7481685721943033
4;synthetic_log_4;xgboost;single_index;max_depth;14;0.7481685721943033
4;synthetic_log_4;xgboost;single_index;min_child_weight;5;0.7481685721943033
4;synthetic_log_4;xgboost;single_index;subsample;0.8237313076488499;0.7481685721943033
4;synthetic_log_4;xgboost;single_index;processing_time;5.7681310176849365;0
5;synthetic_log_4;xgboost;single_index;colsample_bytree;0.8871597441664196;0.7617751450733419
5;synthetic_log_4;xgboost;single_index;learning_rate;0.9358576620717607;0.7617751450733419
5;synthetic_log_4;xgboost;single_index;max_depth;9;0.7617751450733419
5;synthetic_log_4;xgboost;single_index;min_child_weight;4;0.7617751450733419
5;synthetic_log_4;xgboost;single_index;subsample;0.6814983049216919;0.7617751450733419
5;synthetic_log_4;xgboost;single_index;processing_time;6.811793088912964;0
6;synthetic_log_4;xgboost;single_index;colsample_bytree;0.7717842419110013;0.7579242324799219
6;synthetic_log_4;xgboost;single_index;learning_rate;0.5336410421722714;0.7579242324799219
6;synthetic_log_4;xgboost;single_index;max_depth;28;0.7579242324799219
6;synthetic_log_4;xgboost;single_index;min_child_weight;2;0.7579242324799219
6;synthetic_log_4;xgboost;single_index;subsample;0.5001645963491788;0.7579242324799219
6;synthetic_log_4;xgboost;single_index;processing_time;7.376609802246094;0
7;synthetic_log_4;xgboost;single_index;colsample_bytree;0.5198402071832378;0.7419254733040798
7;synthetic_log_4;xgboost;single_index;learning_rate;0.9096115674026948;0.7419254733040798
7;synthetic_log_4;xgboost;single_index;max_depth;18;0.7419254733040798
7;synthetic_log_4;xgboost;single_index;min_child_weight;1;0.7419254733040798
7;synthetic_log_4;xgboost;single_index;subsample;0.8403974449346976;0.7419254733040798
7;synthetic_log_4;xgboost;single_index;processing_time;5.611688137054443;0
8;synthetic_log_4;xgboost;single_index;colsample_bytree;0.5748320509700817;0.7436963994300237
8;synthetic_log_4;xgboost;single_index;learning_rate;0.8395579653960343;0.7436963994300237
8;synthetic_log_4;xgboost;single_index;max_depth;13;0.7436963994300237
8;synthetic_log_4;xgboost;single_index;min_child_weight;3;0.7436963994300237
8;synthetic_log_4;xgboost;single_index;subsample;0.5825199302550484;0.7436963994300237
8;synthetic_log_4;xgboost;single_index;processing_time;6.549877166748047;0
9;synthetic_log_4;xgboost;single_index;colsample_bytree;0.6751055641434909;0.7613890257569107
9;synthetic_log_4;xgboost;single_index;learning_rate;0.5072423518007447;0.7613890257569107
9;synthetic_log_4;xgboost;single_index;max_depth;18;0.7613890257569107
9;synthetic_log_4;xgboost;single_index;min_child_weight;4;0.7613890257569107
9;synthetic_log_4;xgboost;single_index;subsample;0.7628106476992734;0.7613890257569107
9;synthetic_log_4;xgboost;single_index;processing_time;7.950423002243042;0
10;synthetic_log_4;xgboost;single_index;colsample_bytree;0.9706107894262888;0.7459580898898287
10;synthetic_log_4;xgboost;single_index;learning_rate;0.5769117975478237;0.7459580898898287
10;synthetic_log_4;xgboost;single_index;max_depth;4;0.7459580898898287
10;synthetic_log_4;xgboost;single_index;min_child_weight;4;0.7459580898898287
10;synthetic_log_4;xgboost;single_index;subsample;0.7168658471742889;0.7459580898898287
10;synthetic_log_4;xgboost;single_index;processing_time;7.889443397521973;0
11;synthetic_log_4;xgboost;single_index;colsample_bytree;0.8712162096999128;0.750320979913384
11;synthetic_log_4;xgboost;single_index;learning_rate;0.9317108826107763;0.750320979913384
11;synthetic_log_4;xgboost;single_index;max_depth;25;0.750320979913384
11;synthetic_log_4;xgboost;single_index;min_child_weight;5;0.750320979913384
11;synthetic_log_4;xgboost;single_index;subsample;0.5372873992994756;0.750320979913384
11;synthetic_log_4;xgboost;single_index;processing_time;7.282639503479004;0
