dataset;method;cls;nr_events;n_iter;metric;score
synthetic_log_8;single_index;xgboost;-1;-1;test_prefix_generation_time;0.6637887954711914
synthetic_log_8;single_index;xgboost;-1;0;train_prefix_generation_time;0.6497902870178223
synthetic_log_8;single_index;xgboost;-1;0;offline_time_total;4.736471176147461
synthetic_log_8;single_index;xgboost;-1;0;online_time_avg;0.020357013310852774
synthetic_log_8;single_index;xgboost;-1;0;online_time_std;0.021117344203705223
synthetic_log_8;single_index;xgboost;-1;1;train_prefix_generation_time;0.6357951164245605
synthetic_log_8;single_index;xgboost;-1;1;offline_time_total;4.716491460800171
synthetic_log_8;single_index;xgboost;-1;1;online_time_avg;0.020235252274805823
synthetic_log_8;single_index;xgboost;-1;1;online_time_std;0.02096685640473064
synthetic_log_8;single_index;xgboost;-1;2;train_prefix_generation_time;0.639794111251831
synthetic_log_8;single_index;xgboost;-1;2;offline_time_total;4.696484327316284
synthetic_log_8;single_index;xgboost;-1;2;online_time_avg;0.02043789466600568
synthetic_log_8;single_index;xgboost;-1;2;online_time_std;0.02125450699827031
synthetic_log_8;single_index;xgboost;-1;3;train_prefix_generation_time;0.6377942562103271
synthetic_log_8;single_index;xgboost;-1;3;offline_time_total;4.672499656677246
synthetic_log_8;single_index;xgboost;-1;3;online_time_avg;0.020380027666105808
synthetic_log_8;single_index;xgboost;-1;3;online_time_std;0.021163905637346415
synthetic_log_8;single_index;xgboost;-1;4;train_prefix_generation_time;0.6347956657409668
synthetic_log_8;single_index;xgboost;-1;4;offline_time_total;5.101352691650391
synthetic_log_8;single_index;xgboost;-1;4;online_time_avg;0.020336423268781642
synthetic_log_8;single_index;xgboost;-1;4;online_time_std;0.021086395891879137
synthetic_log_8;single_index;xgboost;-1;5;train_prefix_generation_time;0.7237663269042969
synthetic_log_8;single_index;xgboost;-1;5;offline_time_total;5.217526912689209
synthetic_log_8;single_index;xgboost;-1;5;online_time_avg;0.020759105073062823
synthetic_log_8;single_index;xgboost;-1;5;online_time_std;0.021673083792159972
synthetic_log_8;single_index;xgboost;-1;6;train_prefix_generation_time;0.6877779960632324
synthetic_log_8;single_index;xgboost;-1;6;offline_time_total;4.73846960067749
synthetic_log_8;single_index;xgboost;-1;6;online_time_avg;0.020555968168907993
synthetic_log_8;single_index;xgboost;-1;6;online_time_std;0.021445554989213782
synthetic_log_8;single_index;xgboost;-1;7;train_prefix_generation_time;0.7557570934295654
synthetic_log_8;single_index;xgboost;-1;7;offline_time_total;5.312288761138916
synthetic_log_8;single_index;xgboost;-1;7;online_time_avg;0.02063829702397949
synthetic_log_8;single_index;xgboost;-1;7;online_time_std;0.021494285336732328
synthetic_log_8;single_index;xgboost;-1;8;train_prefix_generation_time;0.6703331470489502
synthetic_log_8;single_index;xgboost;-1;8;offline_time_total;5.0830347537994385
synthetic_log_8;single_index;xgboost;-1;8;online_time_avg;0.023053270297380787
synthetic_log_8;single_index;xgboost;-1;8;online_time_std;0.024384752942394033
synthetic_log_8;single_index;xgboost;-1;9;train_prefix_generation_time;0.915210485458374
synthetic_log_8;single_index;xgboost;-1;9;offline_time_total;9.965864658355713
synthetic_log_8;single_index;xgboost;-1;9;online_time_avg;0.025649498608590275
synthetic_log_8;single_index;xgboost;-1;9;online_time_std;0.02702234368378788
synthetic_log_8;single_index;xgboost;1;-1;auc;0.7517887154861945
synthetic_log_8;single_index;xgboost;2;-1;auc;0.774485794317727
synthetic_log_8;single_index;xgboost;3;-1;auc;0.774485794317727
synthetic_log_8;single_index;xgboost;4;-1;auc;0.774485794317727
synthetic_log_8;single_index;xgboost;5;-1;auc;0.774485794317727
synthetic_log_8;single_index;xgboost;6;-1;auc;0.7724003887269194
synthetic_log_8;single_index;xgboost;7;-1;auc;0.7651154051541702
synthetic_log_8;single_index;xgboost;8;-1;auc;0.7592471511302075
synthetic_log_8;single_index;xgboost;9;-1;auc;0.7611983711460151
synthetic_log_8;single_index;xgboost;10;-1;auc;0.7522031649767839
synthetic_log_8;single_index;xgboost;11;-1;auc;0.7459312839059675
synthetic_log_8;single_index;xgboost;12;-1;auc;0.7580029935782917
synthetic_log_8;single_index;xgboost;13;-1;auc;0.770170542635659
synthetic_log_8;single_index;xgboost;14;-1;auc;0.7726127590410402
synthetic_log_8;single_index;xgboost;15;-1;auc;0.7772657450076805
synthetic_log_8;single_index;xgboost;16;-1;auc;0.7678991829386511
synthetic_log_8;single_index;xgboost;17;-1;auc;0.782274802822748
synthetic_log_8;single_index;xgboost;18;-1;auc;0.7386831275720165
synthetic_log_8;single_index;xgboost;19;-1;auc;0.7436084733382031
synthetic_log_8;single_index;xgboost;-1;-1;auc;0.7655039865017408
synthetic_log_8;single_index;xgboost;-1;-1;online_time_avg;0.02124027503584731
synthetic_log_8;single_index;xgboost;-1;-1;online_time_std;0.022302680720773765
synthetic_log_8;single_index;xgboost;-1;-1;offline_time_total_avg;5.424048399925232
synthetic_log_8;single_index;xgboost;-1;-1;offline_time_total_std;1.531053612315623
