dataset;method;cls;nr_events;n_iter;metric;score
synthetic_log_7;single_index;xgboost;-1;-1;test_prefix_generation_time;0.6627845764160156
synthetic_log_7;single_index;xgboost;-1;0;train_prefix_generation_time;0.6527891159057617
synthetic_log_7;single_index;xgboost;-1;0;offline_time_total;4.220637559890747
synthetic_log_7;single_index;xgboost;-1;0;online_time_avg;0.019831421721703206
synthetic_log_7;single_index;xgboost;-1;0;online_time_std;0.020645101264128565
synthetic_log_7;single_index;xgboost;-1;1;train_prefix_generation_time;0.6527910232543945
synthetic_log_7;single_index;xgboost;-1;1;offline_time_total;4.13566517829895
synthetic_log_7;single_index;xgboost;-1;1;online_time_avg;0.01984104035879675
synthetic_log_7;single_index;xgboost;-1;1;online_time_std;0.020638464524622945
synthetic_log_7;single_index;xgboost;-1;2;train_prefix_generation_time;0.6597871780395508
synthetic_log_7;single_index;xgboost;-1;2;offline_time_total;4.134664297103882
synthetic_log_7;single_index;xgboost;-1;2;online_time_avg;0.019694935864351636
synthetic_log_7;single_index;xgboost;-1;2;online_time_std;0.020504794258233965
synthetic_log_7;single_index;xgboost;-1;3;train_prefix_generation_time;0.6537890434265137
synthetic_log_7;single_index;xgboost;-1;3;offline_time_total;4.1326658725738525
synthetic_log_7;single_index;xgboost;-1;3;online_time_avg;0.019719412806281207
synthetic_log_7;single_index;xgboost;-1;3;online_time_std;0.020580876145083173
synthetic_log_7;single_index;xgboost;-1;4;train_prefix_generation_time;0.6627864837646484
synthetic_log_7;single_index;xgboost;-1;4;offline_time_total;4.137664556503296
synthetic_log_7;single_index;xgboost;-1;4;online_time_avg;0.01978386004407079
synthetic_log_7;single_index;xgboost;-1;4;online_time_std;0.020668401098832296
synthetic_log_7;single_index;xgboost;-1;5;train_prefix_generation_time;0.6467916965484619
synthetic_log_7;single_index;xgboost;-1;5;offline_time_total;4.124667406082153
synthetic_log_7;single_index;xgboost;-1;5;online_time_avg;0.019864735433338134
synthetic_log_7;single_index;xgboost;-1;5;online_time_std;0.020722569019378557
synthetic_log_7;single_index;xgboost;-1;6;train_prefix_generation_time;0.6497907638549805
synthetic_log_7;single_index;xgboost;-1;6;offline_time_total;4.122668981552124
synthetic_log_7;single_index;xgboost;-1;6;online_time_avg;0.019827901043218386
synthetic_log_7;single_index;xgboost;-1;6;online_time_std;0.020716730340666116
synthetic_log_7;single_index;xgboost;-1;7;train_prefix_generation_time;0.6497905254364014
synthetic_log_7;single_index;xgboost;-1;7;offline_time_total;4.148661136627197
synthetic_log_7;single_index;xgboost;-1;7;online_time_avg;0.019761212455858268
synthetic_log_7;single_index;xgboost;-1;7;online_time_std;0.020596094750647855
synthetic_log_7;single_index;xgboost;-1;8;train_prefix_generation_time;0.6517901420593262
synthetic_log_7;single_index;xgboost;-1;8;offline_time_total;4.119670391082764
synthetic_log_7;single_index;xgboost;-1;8;online_time_avg;0.019744865466008035
synthetic_log_7;single_index;xgboost;-1;8;online_time_std;0.02061526999277836
synthetic_log_7;single_index;xgboost;-1;9;train_prefix_generation_time;0.6487908363342285
synthetic_log_7;single_index;xgboost;-1;9;offline_time_total;4.124668598175049
synthetic_log_7;single_index;xgboost;-1;9;online_time_avg;0.019793689622395406
synthetic_log_7;single_index;xgboost;-1;9;online_time_std;0.020624704257540486
synthetic_log_7;single_index;xgboost;1;-1;auc;0.8147733273591398
synthetic_log_7;single_index;xgboost;2;-1;auc;0.8173176937478998
synthetic_log_7;single_index;xgboost;3;-1;auc;0.8173176937478998
synthetic_log_7;single_index;xgboost;4;-1;auc;0.8173176937478998
synthetic_log_7;single_index;xgboost;5;-1;auc;0.8173176937478998
synthetic_log_7;single_index;xgboost;6;-1;auc;0.8192201367670595
synthetic_log_7;single_index;xgboost;7;-1;auc;0.8246812011517894
synthetic_log_7;single_index;xgboost;8;-1;auc;0.8314203730272598
synthetic_log_7;single_index;xgboost;9;-1;auc;0.8306651047767799
synthetic_log_7;single_index;xgboost;10;-1;auc;0.837299583385936
synthetic_log_7;single_index;xgboost;11;-1;auc;0.8314753853060003
synthetic_log_7;single_index;xgboost;12;-1;auc;0.8305215419501134
synthetic_log_7;single_index;xgboost;13;-1;auc;0.8289617172702749
synthetic_log_7;single_index;xgboost;14;-1;auc;0.8268185540912814
synthetic_log_7;single_index;xgboost;15;-1;auc;0.8126023701705366
synthetic_log_7;single_index;xgboost;16;-1;auc;0.824390243902439
synthetic_log_7;single_index;xgboost;17;-1;auc;0.8467683369644154
synthetic_log_7;single_index;xgboost;18;-1;auc;0.8144262295081968
synthetic_log_7;single_index;xgboost;19;-1;auc;0.7880622837370242
synthetic_log_7;single_index;xgboost;-1;-1;auc;0.8232351490317725
synthetic_log_7;single_index;xgboost;-1;-1;online_time_avg;0.019786307481602185
synthetic_log_7;single_index;xgboost;-1;-1;online_time_std;0.020631459246103406
synthetic_log_7;single_index;xgboost;-1;-1;offline_time_total_avg;4.140163397789001
synthetic_log_7;single_index;xgboost;-1;-1;offline_time_total_std;0.02804900356122333
